PCODE,location,longitude,latitude,Datum,CountryNum,StateNum,Route,Stop
BBSAB,BBSAB:1:Stop1,-110.844523,49.932225,NA,124,4,1,1
BBSAB,BBSAB:1:Stop2,-110.850851,49.926829,NA,124,4,1,2
BBSAB,BBSAB:1:Stop3,-110.85655,49.920735,NA,124,4,1,3
BBSAB,BBSAB:1:Stop4,-110.862248,49.914641,NA,124,4,1,4
BBSAB,BBSAB:1:Stop5,-110.867944,49.908545,NA,124,4,1,5
BBSAB,BBSAB:1:Stop6,-110.873639,49.902448,NA,124,4,1,6
BBSAB,BBSAB:1:Stop7,-110.879336,49.896352,NA,124,4,1,7
BBSAB,BBSAB:1:Stop8,-110.885261,49.890495,NA,124,4,1,8
BBSAB,BBSAB:1:Stop9,-110.89247,49.886334,NA,124,4,1,9
BBSAB,BBSAB:1:Stop10,-110.892734,49.881385,NA,124,4,1,10
BBSAB,BBSAB:1:Stop11,-110.887026,49.875299,NA,124,4,1,11
BBSAB,BBSAB:1:Stop12,-110.885365,49.867574,NA,124,4,1,12
BBSAB,BBSAB:1:Stop13,-110.886216,49.859647,NA,124,4,1,13
BBSAB,BBSAB:1:Stop14,-110.885135,49.851431,NA,124,4,1,14
BBSAB,BBSAB:1:Stop15,-110.885132,49.843088,NA,124,4,1,15
BBSAB,BBSAB:1:Stop16,-110.885119,49.834745,NA,124,4,1,16
BBSAB,BBSAB:1:Stop17,-110.885106,49.826401,NA,124,4,1,17
BBSAB,BBSAB:1:Stop18,-110.880923,49.819866,NA,124,4,1,18
BBSAB,BBSAB:1:Stop19,-110.874114,49.815045,NA,124,4,1,19
BBSAB,BBSAB:1:Stop20,-110.867305,49.810224,NA,124,4,1,20
BBSAB,BBSAB:1:Stop21,-110.865017,49.803225,NA,124,4,1,21
BBSAB,BBSAB:1:Stop22,-110.863612,49.795145,NA,124,4,1,22
BBSAB,BBSAB:1:Stop23,-110.862467,49.786956,NA,124,4,1,23
BBSAB,BBSAB:1:Stop24,-110.862469,49.778613,NA,124,4,1,24
BBSAB,BBSAB:1:Stop25,-110.862465,49.77027,NA,124,4,1,25
BBSAB,BBSAB:1:Stop26,-110.862477,49.761927,NA,124,4,1,26
BBSAB,BBSAB:1:Stop27,-110.862482,49.753583,NA,124,4,1,27
BBSAB,BBSAB:1:Stop28,-110.862488,49.74524,NA,124,4,1,28
BBSAB,BBSAB:1:Stop29,-110.862494,49.736897,NA,124,4,1,29
BBSAB,BBSAB:1:Stop30,-110.862505,49.728553,NA,124,4,1,30
BBSAB,BBSAB:1:Stop31,-110.862521,49.72021,NA,124,4,1,31
BBSAB,BBSAB:1:Stop32,-110.862536,49.711867,NA,124,4,1,32
BBSAB,BBSAB:1:Stop33,-110.862552,49.703524,NA,124,4,1,33
BBSAB,BBSAB:1:Stop34,-110.862569,49.69518,NA,124,4,1,34
BBSAB,BBSAB:1:Stop35,-110.862588,49.686837,NA,124,4,1,35
BBSAB,BBSAB:1:Stop36,-110.862606,49.678494,NA,124,4,1,36
BBSAB,BBSAB:1:Stop37,-110.861084,49.670683,NA,124,4,1,37
BBSAB,BBSAB:1:Stop38,-110.853001,49.669374,NA,124,4,1,38
BBSAB,BBSAB:1:Stop39,-110.844658,49.669373,NA,124,4,1,39
BBSAB,BBSAB:1:Stop40,-110.836315,49.6694,NA,124,4,1,40
BBSAB,BBSAB:1:Stop41,-110.827971,49.66946,NA,124,4,1,41
BBSAB,BBSAB:1:Stop42,-110.819629,49.669537,NA,124,4,1,42
BBSAB,BBSAB:1:Stop43,-110.817423,49.663377,NA,124,4,1,43
BBSAB,BBSAB:1:Stop44,-110.817421,49.655034,NA,124,4,1,44
BBSAB,BBSAB:1:Stop45,-110.81742,49.646691,NA,124,4,1,45
BBSAB,BBSAB:1:Stop46,-110.817417,49.638347,NA,124,4,1,46
BBSAB,BBSAB:1:Stop47,-110.817412,49.630004,NA,124,4,1,47
BBSAB,BBSAB:1:Stop48,-110.81741,49.621661,NA,124,4,1,48
BBSAB,BBSAB:1:Stop49,-110.817412,49.613317,NA,124,4,1,49
BBSAB,BBSAB:1:Stop50,-110.817417,49.604974,NA,124,4,1,50
BBSAB,BBSAB:2:Stop1,-111.40413,49.87325,NAD83,124,4,2,1
BBSAB,BBSAB:2:Stop2,-111.39275,49.87324,NAD83,124,4,2,2
BBSAB,BBSAB:2:Stop3,-111.38124,49.87326,NAD83,124,4,2,3
BBSAB,BBSAB:2:Stop4,-111.37956,49.86817,NAD83,124,4,2,4
BBSAB,BBSAB:2:Stop5,-111.39014,49.86507,NAD83,124,4,2,5
BBSAB,BBSAB:2:Stop6,-111.40088,49.86158,NAD83,124,4,2,6
BBSAB,BBSAB:2:Stop7,-111.4116,49.85816,NAD83,124,4,2,7
BBSAB,BBSAB:2:Stop8,-111.42353,49.8543,NAD83,124,4,2,8
BBSAB,BBSAB:2:Stop9,-111.42706,49.84764,NAD83,124,4,2,9
BBSAB,BBSAB:2:Stop10,-111.42706,49.83962,NAD83,124,4,2,10
BBSAB,BBSAB:2:Stop11,-111.42703,49.83141,NAD83,124,4,2,11
BBSAB,BBSAB:2:Stop12,-111.42706,49.82307,NAD83,124,4,2,12
BBSAB,BBSAB:2:Stop13,-111.42704,49.81504,NAD83,124,4,2,13
BBSAB,BBSAB:2:Stop14,-111.42704,49.8074,NAD83,124,4,2,14
BBSAB,BBSAB:2:Stop15,-111.42708,49.80202,NAD83,124,4,2,15
BBSAB,BBSAB:2:Stop16,-111.42706,49.79384,NAD83,124,4,2,16
BBSAB,BBSAB:2:Stop17,-111.42703,49.78606,NAD83,124,4,2,17
BBSAB,BBSAB:2:Stop18,-111.42703,49.77797,NAD83,124,4,2,18
BBSAB,BBSAB:2:Stop19,-111.42707,49.77016,NAD83,124,4,2,19
BBSAB,BBSAB:2:Stop20,-111.42709,49.76205,NAD83,124,4,2,20
BBSAB,BBSAB:2:Stop21,-111.42709,49.7566,NAD83,124,4,2,21
BBSAB,BBSAB:2:Stop22,-111.42702,49.74902,NAD83,124,4,2,22
BBSAB,BBSAB:2:Stop23,-111.42706,49.74217,NAD83,124,4,2,23
BBSAB,BBSAB:2:Stop24,-111.42701,49.73537,NAD83,124,4,2,24
BBSAB,BBSAB:2:Stop25,-111.42704,49.72803,NAD83,124,4,2,25
BBSAB,BBSAB:2:Stop26,-111.42706,49.72013,NAD83,124,4,2,26
BBSAB,BBSAB:2:Stop27,-111.42708,49.71231,NAD83,124,4,2,27
BBSAB,BBSAB:2:Stop28,-111.42707,49.70418,NAD83,124,4,2,28
BBSAB,BBSAB:2:Stop29,-111.42706,49.69634,NAD83,124,4,2,29
BBSAB,BBSAB:2:Stop30,-111.42701,49.68814,NAD83,124,4,2,30
BBSAB,BBSAB:2:Stop31,-111.42307,49.68313,NAD83,124,4,2,31
BBSAB,BBSAB:2:Stop32,-111.4268,49.67828,NAD83,124,4,2,32
BBSAB,BBSAB:2:Stop33,-111.43776,49.67701,NAD83,124,4,2,33
BBSAB,BBSAB:2:Stop34,-111.4407,49.67003,NAD83,124,4,2,34
BBSAB,BBSAB:2:Stop35,-111.44972,49.66908,NAD83,124,4,2,35
BBSAB,BBSAB:2:Stop36,-111.4497,49.66223,NAD83,124,4,2,36
BBSAB,BBSAB:2:Stop37,-111.44952,49.65495,NAD83,124,4,2,37
BBSAB,BBSAB:2:Stop38,-111.44968,49.64771,NAD83,124,4,2,38
BBSAB,BBSAB:2:Stop39,-111.44946,49.63844,NAD83,124,4,2,39
BBSAB,BBSAB:2:Stop40,-111.44967,49.63033,NAD83,124,4,2,40
BBSAB,BBSAB:2:Stop41,-111.44965,49.62218,NAD83,124,4,2,41
BBSAB,BBSAB:2:Stop42,-111.44971,49.6112,NAD83,124,4,2,42
BBSAB,BBSAB:2:Stop43,-111.44968,49.60397,NAD83,124,4,2,43
BBSAB,BBSAB:2:Stop44,-111.44967,49.59552,NAD83,124,4,2,44
BBSAB,BBSAB:2:Stop45,-111.44969,49.58956,NAD83,124,4,2,45
BBSAB,BBSAB:2:Stop46,-111.44971,49.58209,NAD83,124,4,2,46
BBSAB,BBSAB:2:Stop47,-111.44948,49.57438,NAD83,124,4,2,47
BBSAB,BBSAB:2:Stop48,-111.44969,49.5673,NAD83,124,4,2,48
BBSAB,BBSAB:2:Stop49,-111.44966,49.56038,NAD83,124,4,2,49
BBSAB,BBSAB:2:Stop50,-111.4497,49.55304,NAD83,124,4,2,50
BBSAB,BBSAB:3:Stop1,-112.3969978,49.0899502,NAD83,124,4,3,1
BBSAB,BBSAB:3:Stop2,-112.4102211,49.0866404,NAD83,124,4,3,2
BBSAB,BBSAB:3:Stop3,-112.4212879,49.0866457,NAD83,124,4,3,3
BBSAB,BBSAB:3:Stop4,-112.4318665,49.086694,NAD83,124,4,3,4
BBSAB,BBSAB:3:Stop5,-112.443754,49.0866994,NAD83,124,4,3,5
BBSAB,BBSAB:3:Stop6,-112.4541074,49.0867262,NAD83,124,4,3,6
BBSAB,BBSAB:3:Stop7,-112.4659359,49.0867208,NAD83,124,4,3,7
BBSAB,BBSAB:3:Stop8,-112.4773085,49.0864097,NAD83,124,4,3,8
BBSAB,BBSAB:3:Stop9,-112.4858379,49.0830409,NAD83,124,4,3,9
BBSAB,BBSAB:3:Stop10,-112.4979883,49.0775691,NAD83,124,4,3,10
BBSAB,BBSAB:3:Stop11,-112.5098759,49.0722369,NAD83,124,4,3,11
BBSAB,BBSAB:3:Stop12,-112.5211411,49.0671193,NAD83,124,4,3,12
BBSAB,BBSAB:3:Stop13,-112.532798,49.061889,NAD83,124,4,3,13
BBSAB,BBSAB:3:Stop14,-112.5442457,49.0578174,NAD83,124,4,3,14
BBSAB,BBSAB:3:Stop15,-112.5561493,49.0577423,NAD83,124,4,3,15
BBSAB,BBSAB:3:Stop16,-112.566052,49.057753,NAD83,124,4,3,16
BBSAB,BBSAB:3:Stop17,-112.5784278,49.0577047,NAD83,124,4,3,17
BBSAB,BBSAB:3:Stop18,-112.5874561,49.0576618,NAD83,124,4,3,18
BBSAB,BBSAB:3:Stop19,-112.598952,49.0576564,NAD83,124,4,3,19
BBSAB,BBSAB:3:Stop20,-112.6085543,49.0567016,NAD83,124,4,3,20
BBSAB,BBSAB:3:Stop21,-112.6106196,49.0502053,NAD83,124,4,3,21
BBSAB,BBSAB:3:Stop22,-112.6106572,49.0430813,NAD83,124,4,3,22
BBSAB,BBSAB:3:Stop23,-112.6105928,49.035834,NAD83,124,4,3,23
BBSAB,BBSAB:3:Stop24,-112.6124918,49.0311562,NAD83,124,4,3,24
BBSAB,BBSAB:3:Stop25,-112.6218849,49.028828,NAD83,124,4,3,25
BBSAB,BBSAB:3:Stop26,-112.6326245,49.0285706,NAD83,124,4,3,26
BBSAB,BBSAB:3:Stop27,-112.6436966,49.0285759,NAD83,124,4,3,27
BBSAB,BBSAB:3:Stop28,-112.6548653,49.0285276,NAD83,124,4,3,28
BBSAB,BBSAB:3:Stop29,-112.6658409,49.0285062,NAD83,124,4,3,29
BBSAB,BBSAB:3:Stop30,-112.6769882,49.0292518,NAD83,124,4,3,30
BBSAB,BBSAB:3:Stop31,-112.6882428,49.0291445,NAD83,124,4,3,31
BBSAB,BBSAB:3:Stop32,-112.6998782,49.0267949,NAD83,124,4,3,32
BBSAB,BBSAB:3:Stop33,-112.7104836,49.0273743,NAD83,124,4,3,33
BBSAB,BBSAB:3:Stop34,-112.7214807,49.0280127,NAD83,124,4,3,34
BBSAB,BBSAB:3:Stop35,-112.7324187,49.0284579,NAD83,124,4,3,35
BBSAB,BBSAB:3:Stop36,-112.7436518,49.0284472,NAD83,124,4,3,36
BBSAB,BBSAB:3:Stop37,-112.7549708,49.0284311,NAD83,124,4,3,37
BBSAB,BBSAB:3:Stop38,-112.7659249,49.0284364,NAD83,124,4,3,38
BBSAB,BBSAB:3:Stop39,-112.7771633,49.0284794,NAD83,124,4,3,39
BBSAB,BBSAB:3:Stop40,-112.7874523,49.0284633,NAD83,124,4,3,40
BBSAB,BBSAB:3:Stop41,-112.8003054,49.0284418,NAD83,124,4,3,41
BBSAB,BBSAB:3:Stop42,-112.8104657,49.0284257,NAD83,124,4,3,42
BBSAB,BBSAB:3:Stop43,-112.8217685,49.0284686,NAD83,124,4,3,43
BBSAB,BBSAB:3:Stop44,-112.8326904,49.0284794,NAD83,124,4,3,44
BBSAB,BBSAB:3:Stop45,-112.8439718,49.0284955,NAD83,124,4,3,45
BBSAB,BBSAB:3:Stop46,-112.8550976,49.0284955,NAD83,124,4,3,46
BBSAB,BBSAB:3:Stop47,-112.8663951,49.0285062,NAD83,124,4,3,47
BBSAB,BBSAB:3:Stop48,-112.877199,49.0285115,NAD83,124,4,3,48
BBSAB,BBSAB:3:Stop49,-112.8869891,49.0285169,NAD83,124,4,3,49
BBSAB,BBSAB:3:Stop50,-112.8995096,49.0285384,NAD83,124,4,3,50
BBSAB,BBSAB:4:Stop1,-113.5698205,49.8150962,NAD83,124,4,4,1
BBSAB,BBSAB:4:Stop2,-113.5698312,49.8077845,NAD83,124,4,4,2
BBSAB,BBSAB:4:Stop3,-113.5698419,49.8008268,NAD83,124,4,4,3
BBSAB,BBSAB:4:Stop4,-113.5698419,49.7933488,NAD83,124,4,4,4
BBSAB,BBSAB:4:Stop5,-113.5696756,49.786595,NAD83,124,4,4,5
BBSAB,BBSAB:4:Stop6,-113.5583567,49.7860103,NAD83,124,4,4,6
BBSAB,BBSAB:4:Stop7,-113.5472631,49.7848355,NAD83,124,4,4,7
BBSAB,BBSAB:4:Stop8,-113.547188,49.7788595,NAD83,124,4,4,8
BBSAB,BBSAB:4:Stop9,-113.5359013,49.7788166,NAD83,124,4,4,9
BBSAB,BBSAB:4:Stop10,-113.5247004,49.7788756,NAD83,124,4,4,10
BBSAB,BBSAB:4:Stop11,-113.524416,49.7716122,NAD83,124,4,4,11
BBSAB,BBSAB:4:Stop12,-113.5150444,49.766693,NAD83,124,4,4,12
BBSAB,BBSAB:4:Stop13,-113.5064613,49.7620045,NAD83,124,4,4,13
BBSAB,BBSAB:4:Stop14,-113.499611,49.7564202,NAD83,124,4,4,14
BBSAB,BBSAB:4:Stop15,-113.4920954,49.7508251,NAD83,124,4,4,15
BBSAB,BBSAB:4:Stop16,-113.4848642,49.7457289,NAD83,124,4,4,16
BBSAB,BBSAB:4:Stop17,-113.4761953,49.7396456,NAD83,124,4,4,17
BBSAB,BBSAB:4:Stop18,-113.4687817,49.7344368,NAD83,124,4,4,18
BBSAB,BBSAB:4:Stop19,-113.4616738,49.7294049,NAD83,124,4,4,19
BBSAB,BBSAB:4:Stop20,-113.4535092,49.7233056,NAD83,124,4,4,20
BBSAB,BBSAB:4:Stop21,-113.447619,49.7166162,NAD83,124,4,4,21
BBSAB,BBSAB:4:Stop22,-113.4487617,49.7098624,NAD83,124,4,4,22
BBSAB,BBSAB:4:Stop23,-113.4577363,49.7071051,NAD83,124,4,4,23
BBSAB,BBSAB:4:Stop24,-113.4567439,49.6989082,NAD83,124,4,4,24
BBSAB,BBSAB:4:Stop25,-113.4567868,49.6913498,NAD83,124,4,4,25
BBSAB,BBSAB:4:Stop26,-113.4567707,49.6852075,NAD83,124,4,4,26
BBSAB,BBSAB:4:Stop27,-113.4567815,49.6768497,NAD83,124,4,4,27
BBSAB,BBSAB:4:Stop28,-113.4567761,49.6697365,NAD83,124,4,4,28
BBSAB,BBSAB:4:Stop29,-113.4567707,49.6623068,NAD83,124,4,4,29
BBSAB,BBSAB:4:Stop30,-113.4567546,49.6550863,NAD83,124,4,4,30
BBSAB,BBSAB:4:Stop31,-113.4568297,49.647721,NAD83,124,4,4,31
BBSAB,BBSAB:4:Stop32,-113.4567546,49.6405004,NAD83,124,4,4,32
BBSAB,BBSAB:4:Stop33,-113.45676,49.6332048,NAD83,124,4,4,33
BBSAB,BBSAB:4:Stop34,-113.4567815,49.6258609,NAD83,124,4,4,34
BBSAB,BBSAB:4:Stop35,-113.4567546,49.6187853,NAD83,124,4,4,35
BBSAB,BBSAB:4:Stop36,-113.4567546,49.6117096,NAD83,124,4,4,36
BBSAB,BBSAB:4:Stop37,-113.4567493,49.6043174,NAD83,124,4,4,37
BBSAB,BBSAB:4:Stop38,-113.4567439,49.596995,NAD83,124,4,4,38
BBSAB,BBSAB:4:Stop39,-113.4567385,49.5897799,NAD83,124,4,4,39
BBSAB,BBSAB:4:Stop40,-113.4567064,49.5825701,NAD83,124,4,4,40
BBSAB,BBSAB:4:Stop41,-113.4567171,49.5750975,NAD83,124,4,4,41
BBSAB,BBSAB:4:Stop42,-113.4567171,49.567877,NAD83,124,4,4,42
BBSAB,BBSAB:4:Stop43,-113.4567439,49.5605599,NAD83,124,4,4,43
BBSAB,BBSAB:4:Stop44,-113.4567225,49.5532857,NAD83,124,4,4,44
BBSAB,BBSAB:4:Stop45,-113.4567171,49.5459579,NAD83,124,4,4,45
BBSAB,BBSAB:4:Stop46,-113.4567117,49.5386945,NAD83,124,4,4,46
BBSAB,BBSAB:4:Stop47,-113.4566903,49.5314526,NAD83,124,4,4,47
BBSAB,BBSAB:4:Stop48,-113.4566849,49.5240121,NAD83,124,4,4,48
BBSAB,BBSAB:4:Stop49,-113.4546035,49.5164483,NAD83,124,4,4,49
BBSAB,BBSAB:4:Stop50,-113.4545713,49.5092546,NAD83,124,4,4,50
BBSAB,BBSAB:6:Stop1,-110.258698,50.7466865,NAD83,124,4,6,1
BBSAB,BBSAB:6:Stop2,-110.2587409,50.7541269,NAD83,124,4,6,2
BBSAB,BBSAB:6:Stop3,-110.2587355,50.7615298,NAD83,124,4,6,3
BBSAB,BBSAB:6:Stop4,-110.2587409,50.7685357,NAD83,124,4,6,4
BBSAB,BBSAB:6:Stop5,-110.2587516,50.7758689,NAD83,124,4,6,5
BBSAB,BBSAB:6:Stop6,-110.2587301,50.7832181,NAD83,124,4,6,6
BBSAB,BBSAB:6:Stop7,-110.2587087,50.7904065,NAD83,124,4,6,7
BBSAB,BBSAB:6:Stop8,-110.2586711,50.7977021,NAD83,124,4,6,8
BBSAB,BBSAB:6:Stop9,-110.2586711,50.8047724,NAD83,124,4,6,9
BBSAB,BBSAB:6:Stop10,-110.2586711,50.8124328,NAD83,124,4,6,10
BBSAB,BBSAB:6:Stop11,-110.2586497,50.8195513,NAD83,124,4,6,11
BBSAB,BBSAB:6:Stop12,-110.2586336,50.8267504,NAD83,124,4,6,12
BBSAB,BBSAB:6:Stop13,-110.258655,50.8340192,NAD83,124,4,6,13
BBSAB,BBSAB:6:Stop14,-110.2586336,50.8417922,NAD83,124,4,6,14
BBSAB,BBSAB:6:Stop15,-110.2586014,50.8485782,NAD83,124,4,6,15
BBSAB,BBSAB:6:Stop16,-110.258596,50.8558846,NAD83,124,4,6,16
BBSAB,BBSAB:6:Stop17,-110.258596,50.8630568,NAD83,124,4,6,17
BBSAB,BBSAB:6:Stop18,-110.2471054,50.8631319,NAD83,124,4,6,18
BBSAB,BBSAB:6:Stop19,-110.2354916,50.8631032,NAD83,124,4,6,19
BBSAB,BBSAB:6:Stop20,-110.2239955,50.8630782,NAD83,124,4,6,20
BBSAB,BBSAB:6:Stop21,-110.2124942,50.8630729,NAD83,124,4,6,21
BBSAB,BBSAB:6:Stop22,-110.2007112,50.863047,NAD83,124,4,6,22
BBSAB,BBSAB:6:Stop23,-110.1895131,50.8630246,NAD83,124,4,6,23
BBSAB,BBSAB:6:Stop24,-110.1778293,50.8630192,NAD83,124,4,6,24
BBSAB,BBSAB:6:Stop25,-110.166371,50.8630353,NAD83,124,4,6,25
BBSAB,BBSAB:6:Stop26,-110.1545239,50.8630161,NAD83,124,4,6,26
BBSAB,BBSAB:6:Stop27,-110.1433469,50.8630192,NAD83,124,4,6,27
BBSAB,BBSAB:6:Stop28,-110.1433093,50.8704597,NAD83,124,4,6,28
BBSAB,BBSAB:6:Stop29,-110.143304,50.8776534,NAD83,124,4,6,29
BBSAB,BBSAB:6:Stop30,-110.143322,50.8851287,NAD83,124,4,6,30
BBSAB,BBSAB:6:Stop31,-110.1421828,50.8918637,NAD83,124,4,6,31
BBSAB,BBSAB:6:Stop32,-110.1310677,50.8921802,NAD83,124,4,6,32
BBSAB,BBSAB:6:Stop33,-110.1203013,50.8922231,NAD83,124,4,6,33
BBSAB,BBSAB:6:Stop34,-110.1087035,50.8922392,NAD83,124,4,6,34
BBSAB,BBSAB:6:Stop35,-110.09717,50.8922392,NAD83,124,4,6,35
BBSAB,BBSAB:6:Stop36,-110.0856579,50.8922446,NAD83,124,4,6,36
BBSAB,BBSAB:6:Stop37,-110.0740493,50.8922553,NAD83,124,4,6,37
BBSAB,BBSAB:6:Stop38,-110.0740797,50.8995726,NAD83,124,4,6,38
BBSAB,BBSAB:6:Stop39,-110.0741351,50.9066963,NAD83,124,4,6,39
BBSAB,BBSAB:6:Stop40,-110.06346,50.9068036,NAD83,124,4,6,40
BBSAB,BBSAB:6:Stop41,-110.0526077,50.9069645,NAD83,124,4,6,41
BBSAB,BBSAB:6:Stop42,-110.0511433,50.9141314,NAD83,124,4,6,42
BBSAB,BBSAB:6:Stop43,-110.0512398,50.9211159,NAD83,124,4,6,43
BBSAB,BBSAB:6:Stop44,-110.0389982,50.9212607,NAD83,124,4,6,44
BBSAB,BBSAB:6:Stop45,-110.0283445,50.9212661,NAD83,124,4,6,45
BBSAB,BBSAB:6:Stop46,-110.0282533,50.928787,NAD83,124,4,6,46
BBSAB,BBSAB:6:Stop47,-110.0295815,50.9357609,NAD83,124,4,6,47
BBSAB,BBSAB:6:Stop48,-110.0282747,50.9429866,NAD83,124,4,6,48
BBSAB,BBSAB:6:Stop49,-110.0282318,50.9503627,NAD83,124,4,6,49
BBSAB,BBSAB:6:Stop50,-110.0281406,50.9576529,NAD83,124,4,6,50
BBSAB,BBSAB:7:Stop1,-111.849166,50.563888,NA,124,4,7,1
BBSAB,BBSAB:7:Stop2,-111.849166,50.556388,NA,124,4,7,2
BBSAB,BBSAB:7:Stop3,-111.852777,50.55,NA,124,4,7,3
BBSAB,BBSAB:7:Stop4,-111.855833,50.544444,NA,124,4,7,4
BBSAB,BBSAB:7:Stop5,-111.865049,50.548478,NA,124,4,7,5
BBSAB,BBSAB:7:Stop6,-111.874696,50.552935,NA,124,4,7,6
BBSAB,BBSAB:7:Stop7,-111.883611,50.556944,NA,124,4,7,7
BBSAB,BBSAB:7:Stop8,-111.883333,50.549444,NA,124,4,7,8
BBSAB,BBSAB:7:Stop9,-111.883333,50.542222,NA,124,4,7,9
BBSAB,BBSAB:7:Stop10,-111.883611,50.536388,NA,124,4,7,10
BBSAB,BBSAB:7:Stop11,-111.883333,50.527777,NA,124,4,7,11
BBSAB,BBSAB:7:Stop12,-111.883333,50.520555,NA,124,4,7,12
BBSAB,BBSAB:7:Stop13,-111.883333,50.511666,NA,124,4,7,13
BBSAB,BBSAB:7:Stop14,-111.883333,50.504166,NA,124,4,7,14
BBSAB,BBSAB:7:Stop15,-111.883333,50.497222,NA,124,4,7,15
BBSAB,BBSAB:7:Stop16,-111.883333,50.49,NA,124,4,7,16
BBSAB,BBSAB:7:Stop17,-111.883333,50.481666,NA,124,4,7,17
BBSAB,BBSAB:7:Stop18,-111.883333,50.474444,NA,124,4,7,18
BBSAB,BBSAB:7:Stop19,-111.883333,50.465833,NA,124,4,7,19
BBSAB,BBSAB:7:Stop20,-111.883333,50.457777,NA,124,4,7,20
BBSAB,BBSAB:7:Stop21,-111.883333,50.450277,NA,124,4,7,21
BBSAB,BBSAB:7:Stop22,-111.883301,50.444598,NA,124,4,7,22
BBSAB,BBSAB:7:Stop23,-111.883328,50.437718,NA,124,4,7,23
BBSAB,BBSAB:7:Stop24,-111.883333,50.429444,NA,124,4,7,24
BBSAB,BBSAB:7:Stop25,-111.883333,50.4225,NA,124,4,7,25
BBSAB,BBSAB:7:Stop26,-111.883333,50.415,NA,124,4,7,26
BBSAB,BBSAB:7:Stop27,-111.883333,50.406388,NA,124,4,7,27
BBSAB,BBSAB:7:Stop28,-111.883333,50.397222,NA,124,4,7,28
BBSAB,BBSAB:7:Stop29,-111.883333,50.391666,NA,124,4,7,29
BBSAB,BBSAB:7:Stop30,-111.883333,50.384444,NA,124,4,7,30
BBSAB,BBSAB:7:Stop31,-111.883333,50.377777,NA,124,4,7,31
BBSAB,BBSAB:7:Stop32,-111.883333,50.371388,NA,124,4,7,32
BBSAB,BBSAB:7:Stop33,-111.883333,50.361944,NA,124,4,7,33
BBSAB,BBSAB:7:Stop34,-111.883888,50.355277,NA,124,4,7,34
BBSAB,BBSAB:7:Stop35,-111.885,50.349444,NA,124,4,7,35
BBSAB,BBSAB:7:Stop36,-111.886666,50.341111,NA,124,4,7,36
BBSAB,BBSAB:7:Stop37,-111.893333,50.335555,NA,124,4,7,37
BBSAB,BBSAB:7:Stop38,-111.901944,50.331388,NA,124,4,7,38
BBSAB,BBSAB:7:Stop39,-111.909166,50.324166,NA,124,4,7,39
BBSAB,BBSAB:7:Stop40,-111.913611,50.3175,NA,124,4,7,40
BBSAB,BBSAB:7:Stop41,-111.917777,50.310833,NA,124,4,7,41
BBSAB,BBSAB:7:Stop42,-111.918888,50.303888,NA,124,4,7,42
BBSAB,BBSAB:7:Stop43,-111.92,50.296666,NA,124,4,7,43
BBSAB,BBSAB:7:Stop44,-111.920277,50.29,NA,124,4,7,44
BBSAB,BBSAB:7:Stop45,-111.913055,50.283611,NA,124,4,7,45
BBSAB,BBSAB:7:Stop46,-111.908333,50.2775,NA,124,4,7,46
BBSAB,BBSAB:7:Stop47,-111.906666,50.270833,NA,124,4,7,47
BBSAB,BBSAB:7:Stop48,-111.9075,50.263611,NA,124,4,7,48
BBSAB,BBSAB:7:Stop49,-111.909166,50.256388,NA,124,4,7,49
BBSAB,BBSAB:7:Stop50,-111.903611,50.251666,NA,124,4,7,50
BBSAB,BBSAB:9:Stop1,-113.028527,50.601475,NAD83,124,4,9,1
BBSAB,BBSAB:9:Stop2,-113.0285833,50.59405556,NAD83,124,4,9,2
BBSAB,BBSAB:9:Stop3,-113.0285278,50.58694444,NAD83,124,4,9,3
BBSAB,BBSAB:9:Stop4,-113.0284444,50.57966667,NAD83,124,4,9,4
BBSAB,BBSAB:9:Stop5,-113.0260833,50.57313889,NAD83,124,4,9,5
BBSAB,BBSAB:9:Stop6,-113.0368611,50.57241667,NAD83,124,4,9,6
BBSAB,BBSAB:9:Stop7,-113.0479722,50.57233333,NAD83,124,4,9,7
BBSAB,BBSAB:9:Stop8,-113.0514722,50.56741667,NAD83,124,4,9,8
BBSAB,BBSAB:9:Stop9,-113.0514444,50.56002778,NAD83,124,4,9,9
BBSAB,BBSAB:9:Stop10,-113.0514167,50.55280556,NAD83,124,4,9,10
BBSAB,BBSAB:9:Stop11,-113.0514722,50.54555556,NAD83,124,4,9,11
BBSAB,BBSAB:9:Stop12,-113.0514833,50.53793333,NAD83,124,4,9,12
BBSAB,BBSAB:9:Stop13,-113.0514722,50.53105556,NAD83,124,4,9,13
BBSAB,BBSAB:9:Stop14,-113.0514722,50.52377778,NAD83,124,4,9,14
BBSAB,BBSAB:9:Stop15,-113.0515556,50.51675,NAD83,124,4,9,15
BBSAB,BBSAB:9:Stop16,-113.0528056,50.51188889,NAD83,124,4,9,16
BBSAB,BBSAB:9:Stop17,-113.0514167,50.50480556,NAD83,124,4,9,17
BBSAB,BBSAB:9:Stop18,-113.0514833,50.497,NAD83,124,4,9,18
BBSAB,BBSAB:9:Stop19,-113.0514722,50.48952778,NAD83,124,4,9,19
BBSAB,BBSAB:9:Stop20,-113.0552667,50.48483333,NAD83,124,4,9,20
BBSAB,BBSAB:9:Stop21,-113.0673611,50.48483333,NAD83,124,4,9,21
BBSAB,BBSAB:9:Stop22,-113.0743889,50.48219444,NAD83,124,4,9,22
